action,timestamp,x_axis,y_axis,z_axis
notfall,15674435292150019,52,-2.8301886792452824,7.129
notfall,15674435292480020,52,-2.8301886792452824,0.0
notfall,15674435292820021,52,-2.8301886792452824,0.0
notfall,15674435293170022,52,-2.8301886792452824,0.0
notfall,15674435293500023,52,-2.8301886792452824,0.0
notfall,15674435293950024,52,-2.8301886792452824,0.0
notfall,15674435294340025,52,-2.8301886792452824,0.0
notfall,15674435294700026,52,-2.8301886792452824,0.0
notfall,15674435295040027,52,-2.8301886792452824,0.0
notfall,15674435295380028,52,-2.8301886792452824,0.0
notfall,15674435295720029,52,-2.8301886792452824,0.0
notfall,15674435296320030,52,-2.8301886792452824,0.0
notfall,15674435296660031,52,-2.8301886792452824,0.0
notfall,15674435297050032,52,-2.8301886792452824,0.0
notfall,15674435297420033,52,-2.8301886792452824,0.0
notfall,15674435297760034,52,-2.8301886792452824,0.0
notfall,15674435298120035,52,-2.8301886792452824,0.0
notfall,15674435298500036,52,-2.8301886792452824,0.0
notfall,15674435298870037,52,-2.8301886792452824,0.0
notfall,15674435299240038,52,-2.8301886792452824,0.0
notfall,15674435299570039,52,-2.8301886792452824,0.0
notfall,15674435299900040,52,-2.8301886792452824,0.0
notfall,15674435300240041,52,-2.8301886792452824,0.0
notfall,15674435300600042,52,-2.8301886792452824,0.0
notfall,15674435300950043,52,-2.8301886792452824,0.0
notfall,15674435301300044,52,-2.8301886792452824,0.0
notfall,15674435301630045,52,-2.8301886792452824,0.0
sleep,15674435301960046,52,-2.8301886792452824,0.0
sleep,15674435302300047,52,-2.8301886792452824,0.0
sleep,15674435302670048,52,-2.8301886792452824,0.0
sleep,15674435303010049,52,-2.8301886792452824,0.0
sleep,15674435303340050,52,-2.8301886792452824,0.0
sleep,15674435303680051,62,-0.9259259259259245,74.80000000000001
sleep,15674435304020052,66,2.8846153846153855,29.152
sleep,15674435304360053,68,3.9215686274509776,14.532
sleep,15674435304800054,70,5.000000000000004,14.684
sleep,15674435305130055,72,6.565656565656564,14.518
sleep,15674435305470056,74,10.416666666666663,14.442
sleep,15674435305830057,79,15.909090909090907,33.03
sleep,15674435306160058,81,14.444444444444448,13.54
sleep,15674435306510059,83,17.816091954022983,13.276
sleep,15674435306890060,85,13.953488372093027,12.358
sleep,15674435307230061,87,6.999999999999995,15.268
sleep,15674435307570062,87,6.999999999999995,0.0
sleep,15674435307900063,93,9.999999999999998,34.254
sleep,15674435308240064,93,9.999999999999998,0.0
sleep,15674435308570065,98,9.302325581395355,29.0
sleep,15674435308920066,100,17.03296703296703,14.51
sleep,15674435309260067,100,17.03296703296703,0.0
sleep,15674435309590068,100,17.03296703296703,0.0
sleep,15674435309920069,100,17.03296703296703,0.0
sleep,15674435310260070,100,17.03296703296703,0.0
sleep,15674435310600071,100,17.03296703296703,0.0
sleep,15674435310960072,100,17.03296703296703,0.0
sleep,15674435311290073,100,17.03296703296703,0.0
sleep,15674435311610074,100,17.03296703296703,0.0
sleep,15674435311950075,100,17.03296703296703,0.0
sleep,15674435312280076,125,26.470588235294112,8.156
sleep,15674435312610077,129,19.135802469135797,23.848
sleep,15674435312970078,130,18.75,5.121
sleep,15674435313300079,131,15.822784810126578,4.543
sleep,15674435313620080,133,50.0,6.106
sleep,15674435313940081,133,50.0,0.0
sleep,15674435314280082,133,50.0,0.0
sleep,15674435314630083,133,50.0,0.0
sleep,15674435315040084,133,50.0,0.0
sleep,15674435315370085,133,50.0,0.0
sleep,15674435315700086,137,46.42857142857143,15.236
sleep,15674435316020087,137,46.42857142857143,0.0
sleep,15674435316350088,137,46.42857142857143,0.0
sleep,15674435316690089,137,46.42857142857143,0.0
sleep,15674435317070090,137,46.42857142857143,0.0
sleep,15674435317410091,139,79.16666666666667,8.242
sleep,15674435317760092,139,79.16666666666667,0.0
sleep,15674435318100093,139,79.16666666666667,0.0
sleep,15674435318450094,139,79.16666666666667,0.0
sleep,15674435318790095,139,79.16666666666667,0.0
sleep,15674435319160096,151,103.65853658536585,37.86
sleep,15674435319490097,151,103.65853658536585,0.0
sleep,15674435319830098,151,103.65853658536585,0.0
sleep,15674435320170099,151,103.65853658536585,0.0
sleep,15674435320520100,151,103.65853658536585,0.0
sleep,15674435320860101,151,103.65853658536585,0.0
sleep,15674435321220102,151,103.65853658536585,0.0
sleep,15674435321560103,151,103.65853658536585,0.0
sleep,15674435321890104,151,103.65853658536585,0.0
sleep,15674435322230105,151,103.65853658536585,0.0
sleep,15674435322570106,156,62.962962962962955,22.365
sleep,15674435322910107,156,62.962962962962955,0.0
sleep,15674435323290108,156,62.962962962962955,0.0
sleep,15674435323620109,156,62.962962962962955,0.0
sleep,15674435323950110,156,62.962962962962955,0.0
sleep,15674435324290111,154,57.14285714285714,-8.088
sleep,15674435324620112,154,57.14285714285714,0.0
sleep,15674435325020113,154,57.14285714285714,0.0
sleep,15674435325390114,154,57.14285714285714,0.0
sleep,15674435325740115,154,57.14285714285714,0.0
sleep,15674435326080116,154,57.14285714285714,0.0
sleep,15674435326420117,154,57.14285714285714,0.0
sleep,15674435326770118,154,57.14285714285714,0.0
sleep,15674435327120119,154,57.14285714285714,0.0
lying,15674435327470120,154,57.14285714285714,0.0
