action,timestamp,x_axis,y_axis,z_axis
notfall,15674434760590003,50,35.71428571428571,2.971
notfall,15674434760920004,50,35.71428571428571,0.0
notfall,15674434761240005,50,35.71428571428571,0.0
notfall,15674434761550006,49,38.0,-3.547
notfall,15674434761880007,49,38.0,0.0
notfall,15674434762290008,49,38.0,0.0
notfall,15674434762660009,49,38.0,0.0
notfall,15674434762980010,49,38.0,0.0
notfall,15674434763320011,49,38.0,0.0
notfall,15674434763660012,49,38.0,0.0
notfall,15674434763990013,49,38.0,0.0
notfall,15674434764420014,49,38.0,0.0
notfall,15674434764750015,49,38.0,0.0
notfall,15674434765080016,26,-1.2195121951219523,-100.51
notfall,15674434765420017,26,-1.2195121951219523,0.0
notfall,15674434765760018,26,-1.2195121951219523,0.0
notfall,15674434766100019,26,-1.2195121951219523,0.0
notfall,15674434766470020,26,-1.2195121951219523,0.0
notfall,15674434767620021,23,4.545454545454541,-17.019
notfall,15674434767950022,23,4.545454545454541,0.0
notfall,15674434768330023,22,6.9620253164556996,-4.735
notfall,15674434768690024,22,6.25,0.0
notfall,15674434769030025,21,10.49382716049383,-5.482
notfall,15674434769370026,20,-14.028776978417268,-9.605
notfall,15674434769690027,19,7.14285714285714,-5.658
notfall,15674434770030028,18,6.470588235294117,-5.825
notfall,15674434770360029,17,-9.50413223140496,-7.39
notfall,15674434770720030,12,-12.307692307692308,-39.345
notfall,15674434771200031,10,-13.043478260869568,-18.688
notfall,15674434771550032,9,-10.305343511450381,-8.478
notfall,15674434771870033,8,3.0000000000000027,-7.089
notfall,15674434772210034,8,0.4672897196261627,0.0
notfall,15674434772550035,7,4.90196078431373,-7.238
notfall,15674434772900036,5,2.7272727272727226,-16.81
notfall,15674434773280037,5,-5.882352941176472,0.0
notfall,15674434773610038,4,-2.0833333333333313,-4.926
notfall,15674434773930039,4,-3.9215686274509833,0.0
notfall,15674434774270040,4,-3.9215686274509833,0.0
notfall,15674434774670041,1,-8.823529411764708,-30.036
notfall,15674434775010042,1,-8.823529411764708,0.0
notfall,15674434775560043,0,-10.431654676258994,-8.05
notfall,15674434775920044,-1,-12.16216216216216,-10.707
notfall,15674434776290045,-3,-12.666666666666664,-22.112
notfall,15674434776630046,-5,-14.497041420118345,-26.8
notfall,15674434776970047,-6,4.285714285714281,-8.968
notfall,15674434777310048,-7,4.2056074766355085,-8.839
notfall,15674434777670049,-8,-17.24137931034483,-13.3
notfall,15674434778010050,-9,-17.79661016949153,-13.584
notfall,15674434778370051,-11,-20.652173913043477,-32.238
notfall,15674434778720052,-11,-19.892473118279568,0.0
notfall,15674434779050053,-11,-22.486772486772487,0.0
notfall,15674434779380054,-13,-20.984455958549226,-30.956
notfall,15674434779730055,-14,-25.510204081632654,-13.796
notfall,15674434780060056,-15,-17.0,-19.405
notfall,15674434780390057,17,-5.072463768115942,11.468
notfall,15674434780720058,-15,-16.049382716049383,0.0
notfall,15674434781070059,49,-7.575757575757574,5.486
notfall,15674434781410060,50,3.2467532467532423,4.722
notfall,15674434781770061,-21,0.295857988165682,0.0
notfall,15674434782100062,-11,39.583333333333336,30.880000000000003
notfall,15674434782440063,-23,-6.5891472868217065,-97.83600000000001
notfall,15674434782760064,-23,-6.5891472868217065,0.0
notfall,15674434783100065,-24,-4.471544715447156,-8.217
notfall,15674434783430066,-23,-3.1914893617021267,11.971
notfall,15674434783790067,-23,-3.1914893617021267,0.0
notfall,15674434784130068,-23,-3.1914893617021267,0.0
notfall,15674434784480069,-23,-3.1914893617021267,0.0
notfall,15674434784880070,-30,-20.8029197080292,-48.419
notfall,15674434785210071,-30,-1.5151515151515138,0.0
notfall,15674434785550072,-30,-24.242424242424242,0.0
notfall,15674434785900073,-30,-1.8796992481203034,0.0
notfall,15674434786240074,-30,-1.1278195488721832,0.0
notfall,15674434786590075,-24,0.3937007874015741,74.916
notfall,15674434786940076,-24,-11.428571428571427,0.0
notfall,15674434787280077,-22,-4.482758620689653,27.154
notfall,15674434787610078,2,-3.1531531531531543,8.955
notfall,15674434787970079,-19,5.46875,0.0
notfall,15674434788290080,-18,3.9682539682539653,12.072
notfall,15674434788640081,-15,21.969696969696972,49.995
notfall,15674434788980082,-12,77.77777777777777,13.008000000000001
notfall,15674434789330083,-10,78.84615384615385,8.406
notfall,15674434789680084,-9,78.84615384615385,4.228
notfall,15674434790050085,-7,72.64150943396226,8.586
notfall,15674434790390086,-5,99.0909090909091,12.138
notfall,15674434790730087,2,115.3061224489796,36.827
notfall,15674434791070088,4,122.34042553191489,10.236
notfall,15674434791410089,5,112.00000000000001,5.352
notfall,15674434791760090,9,124.0,21.44
notfall,15674434792140091,10,108.06451612903226,7.254
notfall,15674434792480092,15,114.58333333333333,25.384999999999998
notfall,15674434792820093,18,130.85106382978725,16.113
notfall,15674434793160094,20,133.67346938775512,11.428
notfall,15674434793500095,22,128.72340425531914,10.26
notfall,15674434793840096,24,58.41121495327102,26.614
notfall,15674434794200097,27,86.90476190476191,26.886
notfall,15674434794550098,29,66.16161616161615,23.81
notfall,15674434794970099,30,58.57142857142856,13.008
notfall,15674434795320100,33,61.88118811881189,34.635
notfall,15674434795660101,34,52.702702702702695,13.913
notfall,15674434796000102,51,33.495145631067956,10.92
